Item Name,Category,Sub Category,Online_purchase,Instore_purchase,Central,East,North,South,West,Total Sales
Fo78894es,Food Grains,Organic Staples,1,0,,1568,,,,1568
Fr34370es,Fruits & Veggies,Fresh Vegetables,0,1,,547,,,,547
Oi98276ee,Oil & Masala,Edible Oil & Ghee,1,0,,,,,1240,1240
Oi68837as,Oil & Masala,Masalas,1,0,,,,1904,2114,4018
Oi3018es,Oil & Masala,Spices,0,1,2706,,,,,2706
Sn43423es,Snacks,Chocolates,0,1,,3020,,,,3020
Sn84610es,Snacks,Noodles,1,0,,1655,,,,1655
Ba42706es,Bakery,Cakes,1,0,,,,3630,,3630
Eg69746en,"Eggs, Meat & Fish",Chicken,0,1,1829,,,517,,2346
Eg27343sh,"Eggs, Meat & Fish",Fish,0,1,2163,,,865,,3028
Fo7707es,Food Grains,Dals & Pulses,1,0,,2041,,,,2041
Fo56245es,Food Grains,Organic Staples,0,1,,,,634,,634
Fr8725es,Fruits & Veggies,Fresh Vegetables,1,0,1837,,,,,1837
Fr6535ts,Fruits & Veggies,Organic Fruits,1,0,,,,,949,949
Sn59645es,Snacks,Chocolates,0,1,,1540,,,,1540
Sn91161es,Snacks,Cookies,0,1,,1206,,,1558,2764
Sn13309es,Snacks,Noodles,0,1,1587,649,,,,2236
Ba20654ts,Bakery,Biscuits,0,1,1724,733,,1513,,3970
Ba69550ns,Bakery,Breads & Buns,0,1,,1513,,,,1513
Be93875ks,Beverages,Health Drinks,1,0,,2047,,,,2047
Eg6136en,"Eggs, Meat & Fish",Chicken,1,0,,,,,1337,1337
Eg212gs,"Eggs, Meat & Fish",Eggs,0,1,,,,,1191,1191
Eg21635sh,"Eggs, Meat & Fish",Fish,1,0,,,,,1072,1072
Eg26663on,"Eggs, Meat & Fish",Mutton,1,0,,639,,,,639
Fo65514es,Food Grains,Dals & Pulses,1,0,1676,2172,,,,3848
Fr68374es,Fruits & Veggies,Fresh Vegetables,0,1,,,,708,,708
Fr88823es,Fruits & Veggies,Organic Vegetables,1,0,,1257,,,,1257
Oi22072ee,Oil & Masala,Edible Oil & Ghee,0,1,,,,1568,2336,3904
Oi60531as,Oil & Masala,Masalas,0,1,,,,,1504,1504
Oi68640es,Oil & Masala,Spices,1,0,,,,,918,918
Sn43641es,Snacks,Chocolates,0,1,592,,,,,592
Sn53907es,Snacks,Cookies,1,0,1816,,,,,1816
Ba22176ts,Bakery,Biscuits,1,0,,,,,2489,2489
Ba41982es,Bakery,Cakes,1,0,,,,,1791,1791
Eg46843on,"Eggs, Meat & Fish",Mutton,0,1,,,,3197,1757,4954
Fr48108ts,Fruits & Veggies,Fresh Fruits,0,1,,1915,,,,1915
Oi87781as,Oil & Masala,Masalas,1,0,,,,,2064,2064
Sn64242es,Snacks,Cookies,1,0,,2073,,,842,2915
Sn52888es,Snacks,Noodles,1,0,1076,506,,,,1582
Be12367ks,Beverages,Health Drinks,0,1,,,,1240,,1240
Be35725ks,Beverages,Soft Drinks,1,0,,2902,,,,2902
Eg83123gs,"Eggs, Meat & Fish",Eggs,0,1,,2196,,,,2196
Fo30593es,Food Grains,Organic Staples,1,0,,1107,,,,1107
Fr43055ts,Fruits & Veggies,Fresh Fruits,1,0,,1093,,1438,,2531
Fr71442es,Fruits & Veggies,Fresh Vegetables,0,1,2134,,,,,2134
Fr56801ts,Fruits & Veggies,Organic Fruits,0,1,,,,773,,773
Oi13653ee,Oil & Masala,Edible Oil & Ghee,0,1,1878,,,1328,,3206
Oi63246as,Oil & Masala,Masalas,0,1,,,,,1532,1532
Ba78620ns,Bakery,Breads & Buns,1,0,,,,813,,813
Be50130ks,Beverages,Soft Drinks,1,0,,,,1393,,1393
Eg2994en,"Eggs, Meat & Fish",Chicken,1,0,831,,,,,831
Fo38095es,Food Grains,Organic Staples,0,1,1193,,,,,1193
Fr79937es,Fruits & Veggies,Fresh Vegetables,1,0,,,,824,,824
Fr50160es,Fruits & Veggies,Organic Vegetables,1,0,565,,,,,565
Oi82303es,Oil & Masala,Spices,0,1,,1375,,,,1375
Fo52623es,Food Grains,Dals & Pulses,0,1,,,,,2098,2098
Fr2510es,Fruits & Veggies,Fresh Vegetables,1,0,,1300,,,,1300
Fr76768ts,Fruits & Veggies,Organic Fruits,1,0,,,,,1043,1043
Oi92624as,Oil & Masala,Masalas,0,1,1797,,,,,1797
Oi23863es,Oil & Masala,Spices,0,1,883,,,,,883
Sn24079es,Snacks,Noodles,0,1,,1897,,,,1897
Ba54778ts,Bakery,Biscuits,0,1,,,,,1567,1567
Be12080ks,Beverages,Health Drinks,1,0,,,,829,1237,2066
Be83617ks,Beverages,Soft Drinks,0,1,1533,,,,,1533
Eg33263en,"Eggs, Meat & Fish",Chicken,1,0,,2340,,1655,,3995
Eg60223on,"Eggs, Meat, Fish",Mutton,1,0,1224,,,,,1224
Fr29109ts,Fruits & Veggies,Fresh Fruits,1,0,,,,2271,,2271
Fr18480es,Fruits & Veggies,Organic Vegetables,0,1,,,,642,,642
Oi79603es,Oil & Masala,Spices,0,1,1354,,,,,1354
Sn90435es,Snacks,Chocolates,0,1,,1902,,,,1902
Eg51563sh,"Eggs, Meat & Fish",Fish,1,0,,,,1882,,1882
Eg16576on,"Eggs, Meat & Fish",Mutton,1,0,,,,,2439,2439
Fo76381es,Food Grains,Dals & Pulses,0,1,,583,,,,583
Fo21973es,Food Grains,Organic Staples,1,0,,2261,,,,2261
Fr51713ts,Fruits & Veggies,Fresh Fruits,0,1,,1048,,,,1048
Fr50803es,Fruits & Veggies,Fresh Vegetables,1,0,1125,,,,,1125
Fr74745es,Fruits & Veggies,Organic Vegetables,0,1,,,,1562,,1562
Sn27316es,Snacks,Chocolates,1,0,,,,,506,506
Ba3457ns,Bakery,Breads & Buns,1,0,,1597,,,,1597
Ba43714es,Bakery,Cakes,1,0,2269,,,,,2269
Be41072ks,Beverages,Health Drinks,1,0,,861,,1061,739,2661
Eg34526en,"Eggs, Meat & Fish",Chicken,0,1,,1020,,2038,,3058
Eg65074gs,"Eggs, Meat & Fish",Eggs,0,1,2032,2238,,,,4270
Eg76013sh,"Eggs, Meat & Fish",Fish,0,1,,,,,2072,2072
Fr66828ts,Fruits & Veggies,Organic Fruits,1,0,,,,,1621,1621
Oi97543ee,Oil & Masala,Edible Oil & Ghee,1,0,,1134,,,,1134
Fo47958es,Food Grains,Organic Staples,1,0,,,,,1019,1019
Fr49089ts,Fruits & Veggies,Organic Fruits,0,1,,876,,,,876
Sn89764es,Snacks,Chocolates,0,1,780,,,,1169,1949
Sn68819es,Snacks,Cookies,0,1,,,,,731,731
Ba52045ts,Bakery,Biscuits,0,1,,2172,,1926,,4098
Ba44991es,Bakery,Cakes,1,0,,2496,,,,2496
Be9300ks,Beverages,Soft Drinks,0,1,,870,,,,870
Eg90334sh,"Eggs, Meat & Fish",Fish,1,0,,,,,852,852
Fo67812ce,Food Grains,Rice,1,0,1412,,,,,1412
Fr76864ts,Fruits & Veggies,Organic Fruits,0,1,,,,,2123,2123
Oi90696ee,Oil & Masala,Edible Oil & Ghee,1,0,,,,2301,,2301
Oi79983as,Oil & Masala,Masalas,1,0,,,,1472,,1472
Sn24561es,Snacks,Chocolates,1,0,567,,,,,567
Sn2997es,Snacks,Cookies,1,0,,,,1846,,1846
Ba57687ns,Bakery,Breads & Buns,0,1,,,,,1259,1259
Be24195ks,Beverages,Health Drinks,0,1,,1954,,,,1954
Eg53919on,"Eggs, Meat & Fish",Mutton,0,1,,,,,1694,1694
Fo32080ur,Food Grains,Atta & Flour,1,0,,,,,687,687
Fo88260es,Food Grains,Dals & Pulses,0,1,2156,,,,,2156
Fr36711ts,Fruits & Veggies,Fresh Fruits,1,0,,1333,,,,1333
Fr91919ts,Fruits & Veggies,Organic Fruits,1,0,,1707,,,,1707
Oi96529ee,Oil & Masala,Edible Oil & Ghee,1,0,,,,,1335,1335
Oi5378as,Oil & Masala,Masalas,0,1,1402,,,,,1402
Sn74661es,Snacks,Noodles,0,1,,531,,,,531
Ba13025ts,Bakery,Biscuits,1,0,1280,,,,2429,3709
Ba62218ns,Bakery,Breads & Buns,0,1,,,,2395,,2395
Ba72827es,Bakery,Cakes,1,0,,1558,,,,1558
Be7559ks,Beverages,Soft Drinks,1,0,584,,,639,,1223
Eg87593gs,"Eggs, Meat & Fish",Eggs,0,1,2385,,,,2397,4782
Fo30898es,Food Grains,Dals & Pulses,0,1,,,,2478,,2478
Fo12686es,Food Grains,Organic Staples,0,1,,,,1082,,1082
Fo98643ce,Food Grains,Rice,0,1,,,,,3110,3110
Fr37822es,Fruits & Veggies,Organic Vegetables,0,1,870,,,1784,,2654
Oi5909ee,Oil & Masala,Edible Oil & Ghee,1,0,,,,,546,546
Ba23479es,Bakery,Cakes,0,1,1410,,,,,1410
Eg12585on,"Eggs, Meat & Fish",Mutton,0,1,,2205,,,1590,3795
Fo59199es,Food Grains,Dals & Pulses,1,0,2409,,,,,2409
Fo54832ce,Food Grains,Rice,1,0,977,,,,,977
Fr18244ts,Fruits & Veggies,Fresh Fruits,1,0,1621,,,,,1621
Fr54393es,Fruits & Veggies,Organic Vegetables,0,1,1221,,,1402,,2623
Oi22594as,Oil & Masala,Masalas,1,0,,828,,,,828
Oi33594es,Oil & Masala,Spices,0,1,,,,,2055,2055
Sn45667es,Snacks,Cookies,0,1,,1628,,,746,2374
Ba80959es,Bakery,Cakes,0,1,1467,,,,3437,4904
Be54624ks,Beverages,Health Drinks,1,0,,,,,2028,2028
Be42802ks,Beverages,Soft Drinks,1,0,1527,,,,,1527
Eg99174gs,"Eggs, Meat & Fish",Eggs,0,1,2117,,,,,2117
Fo10313es,Food Grains,Organic Staples,1,0,1743,,,,1758,3501
Oi65006ee,Oil & Masala,Edible Oil & Ghee,1,0,1912,,,,,1912
Oi52039es,Oil & Masala,Spices,1,0,,,,,888,888
Sn42626es,Snacks,Cookies,1,0,2118,,,,,2118
Ba27160ns,Bakery,Breads & Buns,1,0,1866,2114,,,,3980
Be95669ks,Beverages,Soft Drinks,0,1,,,,1875,,1875
Eg58137on,"Eggs, Meat & Fish",Mutton,1,0,,,,,2425,2425
Fo43063es,Food Grains,Dals & Pulses,0,1,,,,,1014,1014
Fo14076ce,Food Grains,Rice,0,1,1209,,,,,1209
Oi16150as,Oil & Masala,Masalas,1,0,2081,,,,1274,3355
Ba9210ns,Bakery,Breads & Buns,0,1,829,,,,,829
Be76733ks,Beverages,Soft Drinks,0,1,,2058,,,,2058
Eg35251gs,"Eggs, Meat & Fish",Eggs,1,0,,,,,3206,3206
Eg31356on,"Eggs, Meat & Fish",Mutton,1,0,,691,,1179,,1870
Oi11986ee,Oil & Masala,Edible Oil & Ghee,0,1,,,,1473,,1473
Oi84465as,Oil & Masala,Masalas,0,1,,1465,,,,1465
Sn68560es,Snacks,Chocolates,1,0,1377,,,1082,,2459
Be4586ks,Beverages,Health Drinks,0,1,,,,,2342,2342
Be70213ks,Beverages,Soft Drinks,1,0,,2350,,,783,3133
Eg76129gs,"Eggs, Meat & Fish",Eggs,1,0,,,,,4617,4617
Eg18853sh,"Eggs, Meat & Fish",Fish,1,0,,1204,,,775,1979
Fo845es,Food Grains,Dals & Pulses,1,0,,,,932,,932
Oi34775as,Oil & Masala,Masalas,0,1,,,,2213,,2213
Oi75815es,Oil & Masala,Spices,0,1,1900,,,,,1900
Sn15649es,Snacks,Cookies,0,1,,,,1798,,1798
Ba90918ts,Bakery,Biscuits,0,1,,2041,,,,2041
Ba13374ns,Bakery,Breads & Buns,0,1,,1748,,,,1748
Ba55464es,Bakery,Cakes,0,1,,,,1261,539,1800
Be25515ks,Beverages,Soft Drinks,0,1,,,,,557,557
Eg79101gs,"Eggs, Meat & Fish",Eggs,0,1,,,,,867,867
Fo28233ur,Food Grains,Atta & Flour,1,0,,,,,1141,1141
Fo86550es,Food Grains,Dals & Pulses,1,0,,1967,,,,1967
Fo35648es,Food Grains,Organic Staples,1,0,,,,833,,833
Sn1202es,Snacks,Chocolates,0,1,,,,525,,525
Sn44310es,Snacks,Cookies,1,0,2369,1639,,,,4008
Ba39602ts,Bakery,Biscuits,1,0,,,,654,,654
Be81037ks,Beverages,Health Drinks,0,1,,,,,697,697
Be46222ks,Beverages,Soft Drinks,1,0,,,,,1403,1403
Eg5722gs,"Eggs, Meat & Fish",Eggs,1,0,,,,,2060,2060
Fr17535ts,Fruits & Veggies,Fresh Fruits,0,1,,,,1367,,1367
Fr54514ts,Fruits & Veggies,Organic Fruits,0,1,,,,,839,839
Oi14937ee,Oil & Masala,Edible Oil & Ghee,1,0,,2459,,,1851,4310
Oi34247as,Oil & Masala,Masalas,0,1,1801,,,,,1801
Oi45406es,Oil & Masala,Spices,1,0,2333,,,,,2333
Sn3175es,Snacks,Cookies,1,0,,1854,,,,1854
Ba75331ts,Bakery,Biscuits,0,1,,,,,2484,2484
Be49678ks,Beverages,Health Drinks,0,1,651,,,,1089,1740
Eg39247en,"Eggs, Meat & Fish",Chicken,0,1,,,,2099,,2099
Eg71428sh,"Eggs, Meat & Fish",Fish,0,1,,1360,,,,1360
Fo4982ur,Food Grains,Atta & Flour,0,1,,,,2443,,2443
Fo84986es,Food Grains,Dals & Pulses,1,0,,,,,1436,1436
Fo72386es,Food Grains,Organic Staples,0,1,,792,,,,792
Fr55030ts,Fruits & Veggies,Fresh Fruits,1,0,1492,,,,,1492
Fr3002es,Fruits & Veggies,Organic Vegetables,1,0,,929,,,1273,2202
Oi97887as,Oil & Masala,Masalas,1,0,,1491,,,,1491
Oi54477es,Oil & Masala,Spices,1,0,,,,798,,798
Sn38827es,Snacks,Cookies,1,0,,,,,874,874
Sn63769es,Snacks,Noodles,1,0,,2420,,,,2420
Ba22624es,Bakery,Cakes,1,0,,1175,,,1312,2487
Be15196ks,Beverages,Health Drinks,0,1,,,,2237,540,2777
Be86451ks,Beverages,Soft Drinks,0,1,1409,,,,808,2217
Eg64423gs,"Eggs, Meat & Fish",Eggs,0,1,1712,,,2367,,4079
Eg9067sh,"Eggs, Meat & Fish",Fish,1,0,2479,,,,,2479
Eg42481on,"Eggs, Meat & Fish",Mutton,1,0,,2089,,,,2089
Fo58939ce,Food Grains,Rice,0,1,,2428,,,,2428
Oi17641as,Oil & Masala,Masalas,0,1,,,,,1555,1555
Oi97006es,Oil & Masala,Spices,1,0,2451,,,,,2451
Sn98191es,Snacks,Chocolates,1,0,,2021,,,2022,4043
Sn93752es,Snacks,Cookies,1,0,,,,,1628,1628
Ba27414ts,Bakery,Biscuits,0,1,,729,,,1467,2196
Ba99133ns,Bakery,Breads & Buns,0,1,894,,,,,894
Be76239ks,Beverages,Health Drinks,0,1,,,,,1615,1615
Be77785ks,Beverages,Soft Drinks,0,1,,,,2061,1531,3592
Eg10457gs,"Eggs, Meat & Fish",Eggs,1,0,,,,,1940,1940
Fo51405ur,Food Grains,Atta & Flour,1,0,,2011,,,783,2794
Fo61652es,Food Grains,Dals & Pulses,1,0,,737,,,,737
Fo98379ce,Food Grains,Rice,1,0,,,,1497,,1497
Fr66861ts,Fruits & Veggies,Fresh Fruits,1,0,,1552,,,,1552
Fr49582es,Fruits & Veggies,Organic Vegetables,1,0,,731,,773,,1504
Be24248ks,Beverages,Soft Drinks,1,0,797,,,,,797
Eg30870sh,"Eggs, Meat & Fish",Fish,1,0,864,,,,,864
Fr63337ts,Fruits & Veggies,Fresh Fruits,0,1,,2370,,,,2370
Fr24350es,Fruits & Veggies,Fresh Vegetables,1,0,,,,,1516,1516
Oi42543es,Oil & Masala,Spices,1,0,,1869,,,,1869
Sn15307es,Snacks,Chocolates,0,1,,,,,1406,1406
Sn54369es,Snacks,Noodles,0,1,622,,,1998,,2620
Ba18530es,Bakery,Cakes,0,1,1251,,,,,1251
Be98627ks,Beverages,Health Drinks,1,0,,583,,,,583
Be90130ks,Beverages,Soft Drinks,1,0,694,,,,,694
Eg55098en,"Eggs, Meat & Fish",Chicken,1,0,2243,,,,,2243
Eg21509gs,"Eggs, Meat & Fish",Eggs,1,0,,,,,1629,1629
Eg71518sh,"Eggs, Meat & Fish",Fish,1,0,988,,,,,988
Eg46862on,"Eggs, Meat & Fish",Mutton,0,1,,,,,1918,1918
Fo10784ce,Food Grains,Rice,1,0,,2049,,,,2049
Fr36962es,Fruits & Veggies,Organic Vegetables,0,1,2342,,,,,2342
Sn7850es,Snacks,Chocolates,0,1,,,,573,,573
Sn30198es,Snacks,Cookies,1,0,,,,743,,743
Eg17747on,"Eggs, Meat & Fish",Mutton,0,1,1992,,,,,1992
Fr95992ts,Fruits & Veggies,Organic Fruits,1,0,1011,,,,,1011
Oi17358ee,Oil & Masala,Edible Oil & Ghee,1,0,,2058,,,,2058
Ba1221ts,Bakery,Biscuits,1,0,1905,,,,,1905
Ba41583ns,Bakery,Breads & Buns,1,0,693,,,,,693
Ba11717es,Bakery,Cakes,1,0,,,,,2498,2498
Eg19079gs,"Eggs, Meat & Fish",Eggs,1,0,,,,,1794,1794
Fo76614es,Food Grains,Dals & Pulses,0,1,,,,,1196,1196
Fr66845ts,Fruits & Veggies,Organic Fruits,0,1,2293,,,,,2293
Oi78067as,Oil & Masala,Masalas,1,0,,,,,4832,4832
Oi42617es,Oil & Masala,Spices,1,0,,689,,,,689
Be88475ks,Beverages,Health Drinks,1,0,1690,,,,,1690
Be69913ks,Beverages,Soft Drinks,1,0,,1456,,1867,,3323
Eg1851sh,"Eggs, Meat & Fish",Fish,0,1,2266,,,,,2266
Fo41696ce,Food Grains,Rice,1,0,,,,,984,984
Fr73408es,Fruits & Veggies,Organic Vegetables,0,1,,,,,2182,2182
Sn25532es,Snacks,Cookies,0,1,,,,,1410,1410
Sn77051es,Snacks,Noodles,1,0,,1383,,,,1383
Ba93092es,Bakery,Cakes,0,1,,,,,1118,1118
Be54228ks,Beverages,Health Drinks,1,0,,1035,,,,1035
Fo96073es,Food Grains,Dals & Pulses,0,1,,502,,,,502
Fo93039es,Food Grains,Organic Staples,0,1,,,,,637,637
Oi80172as,Oil & Masala,Masalas,1,0,,,,,2386,2386
Oi87381es,Oil & Masala,Spices,0,1,511,,,,,511
Ba84021ts,Bakery,Biscuits,1,0,,,,,1579,1579
Eg88051en,"Eggs, Meat & Fish",Chicken,0,1,,808,,,,808
Fo73570es,Food Grains,Organic Staples,1,0,,,,,2177,2177
Fr25055es,Fruits & Veggies,Fresh Vegetables,0,1,1906,,,,,1906
Fr20904ts,Fruits & Veggies,Organic Fruits,0,1,,,,,1764,1764
Oi33121ee,Oil & Masala,Edible Oil & Ghee,0,1,,2363,,2374,,4737
Oi74771es,Oil & Masala,Spices,1,0,,747,,,,747
Sn33569es,Snacks,Cookies,1,0,,,,,2246,2246
Ba34922ts,Bakery,Biscuits,0,1,817,,,,,817
Ba57684es,Bakery,Cakes,1,0,,,,,1307,1307
Eg35792on,"Eggs, Meat, Fish",Mutton,0,1,,1251,,,,1251
Fo1025ur,Food Grains,Atta & Flour,1,0,1167,,,,1880,3047
Fo83443es,Food Grains,Organic Staples,0,1,,,,2353,,2353
Fr55283ts,Fruits & Veggies,Organic Fruits,0,1,,2023,,,1808,3831
Oi47117as,Oil & Masala,Masalas,0,1,,,,,1400,1400
Sn21049es,Snacks,Chocolates,0,1,,,,2431,,2431
Ba82469ns,Bakery,Breads & Buns,0,1,,,,,1409,1409
Ba17793es,Bakery,Cakes,1,0,2337,1809,,1501,,5647
Eg97204on,"Eggs, Meat & Fish",Mutton,0,1,,,,,598,598
Fr53809ts,Fruits & Veggies,Organic Fruits,1,0,2448,,,,,2448
Oi94860as,Oil & Masala,Masalas,1,0,,,,,1272,1272
Oi90312es,Oil & Masala,Spices,1,0,,630,,,,630
Sn75071es,Snacks,Noodles,0,1,,557,,1638,,2195
Ba84215es,Bakery,Cakes,1,0,,2130,,,,2130
Eg48039sh,"Eggs, Meat & Fish",Fish,1,0,,1081,,,,1081
Fo8507ur,Food Grains,Atta & Flour,1,0,,,,,1621,1621
Fo52758es,Food Grains,Organic Staples,0,1,,,,,1561,1561
Fr43029ts,Fruits & Veggies,Fresh Fruits,0,1,,1862,,,,1862
Fr11298es,Fruits & Veggies,Fresh Vegetables,1,0,1451,1014,,,,2465
Fr34544es,Fruits & Veggies,Organic Vegetables,0,1,,,,2305,,2305
Sn24632es,Snacks,Chocolates,1,0,,1349,,,,1349
Ba70063ts,Bakery,Biscuits,0,1,,1697,,,,1697
Be41242ks,Beverages,Health Drinks,0,1,,876,,1736,,2612
Eg1320en,"Eggs, Meat & Fish",Chicken,1,0,1215,,,,,1215
Eg26058on,"Eggs, Meat & Fish",Mutton,0,1,,2472,,,,2472
Fo39952es,Food Grains,Dals & Pulses,1,0,,,,,2323,2323
Fo13638ce,Food Grains,Rice,1,0,,,,1706,,1706
Fr3171ts,Fruits & Veggies,Fresh Fruits,0,1,1411,,,,,1411
Fr28396es,Fruits & Veggies,Fresh Vegetables,1,0,,,,,1520,1520
Fr47749es,Fruits & Veggies,Organic Vegetables,0,1,2389,,,,3141,5530
Oi12514ee,Oil & Masala,Edible Oil & Ghee,1,0,,3114,,,,3114
Oi72402as,Oil & Masala,Masalas,1,0,2390,1852,,,,4242
Sn5239es,Snacks,Chocolates,1,0,,1065,,,1309,2374
Sn10106es,Snacks,Noodles,0,1,2246,,,,,2246
Ba27622es,Bakery,Cakes,1,0,,2432,,,,2432
Eg44702gs,"Eggs, Meat & Fish",Eggs,0,1,,,,,2389,2389
Fr81675ts,Fruits & Veggies,Fresh Fruits,1,0,,,,,567,567
Fr75246es,Fruits & Veggies,Fresh Vegetables,1,0,2294,,,,3234,5528
Oi89843ee,Oil & Masala,Edible Oil & Ghee,0,1,2342,,,,,2342
Sn97189es,Snacks,Cookies,0,1,,,,2374,,2374
Sn18034es,Snacks,Noodles,1,0,,2155,,,,2155
Ba31706ns,Bakery,Breads & Buns,1,0,,1852,,,,1852
Ba75033es,Bakery,Cakes,0,1,,1047,,,,1047
Be5795ks,Beverages,Health Drinks,0,1,,,,2119,2246,4365
Be7525ks,Beverages,Soft Drinks,1,0,,,,,540,540
Eg31984gs,"Eggs, Meat & Fish",Eggs,1,0,,,,2006,,2006
Eg84106sh,"Eggs, Meat & Fish",Fish,0,1,,,,2485,,2485
Eg48004on,"Eggs, Meat & Fish",Mutton,1,0,,,,,1813,1813
Fo85187ur,Food Grains,Atta & Flour,0,1,1355,,,,,1355
Fo29771es,Food Grains,Dals & Pulses,1,0,,,,,1808,1808
Fo10099ce,Food Grains,Rice,0,1,,721,,,,721
Fr28751ts,Fruits & Veggies,Organic Fruits,0,1,1356,,,,1001,2357
Oi70473as,Oil & Masala,Masalas,0,1,,,,2045,,2045
Oi90852es,Oil & Masala,Spices,1,0,1113,,,,,1113
Sn82267es,Snacks,Chocolates,0,1,2232,,,,,2232
Ba66725ts,Bakery,Biscuits,0,1,,,,3819,,3819
Ba77713es,Bakery,Cakes,1,0,,1310,,,,1310
Be8346ks,Beverages,Soft Drinks,1,0,,1612,,,,1612
Fo22843es,Food Grains,Dals & Pulses,1,0,,,,,1753,1753
Fo32650ce,Food Grains,Rice,1,0,,,,,2016,2016
Fr30477ts,Fruits & Veggies,Fresh Fruits,1,0,,,,,2988,2988
Fr80653es,Fruits & Veggies,Fresh Vegetables,1,0,1911,,,,,1911
Oi38898ee,Oil & Masala,Edible Oil & Ghee,1,0,,1979,,,,1979
Oi48142es,Oil & Masala,Spices,1,0,,,,2376,,2376
Sn64529es,Snacks,Cookies,1,0,,1026,,,1114,2140
Ba73392es,Bakery,Cakes,1,0,,,,2137,2229,4366
Fo12567ur,Food Grains,Atta & Flour,0,1,,,,,1547,1547
Fo72508es,Food Grains,Organic Staples,0,1,2382,,,,,2382
Fr85167es,Fruits & Veggies,Fresh Vegetables,1,0,,,,,721,721
Fr91398es,Fruits & Veggies,Organic Vegetables,1,0,,,,,983,983
Ba11379es,Bakery,Cakes,1,0,,,,846,,846
Be58040ks,Beverages,Health Drinks,0,1,,2313,,,1021,3334
Be67982ks,Beverages,Soft Drinks,0,1,830,,,,,830
Fo8366ur,Food Grains,Atta & Flour,0,1,,,,,1073,1073
Fo18616es,Food Grains,Dals & Pulses,1,0,,,,,1279,1279
Fr91245ts,Fruits & Veggies,Fresh Fruits,0,1,2072,,,,,2072
Fr59718ts,Fruits & Veggies,Organic Fruits,0,1,,1961,,,,1961
Sn71523es,Snacks,Chocolates,1,0,,,,,2369,2369
Ba68805ns,Bakery,Breads & Buns,1,0,,,,,1551,1551
Ba52775es,Bakery,Cakes,0,1,,1637,,,,1637
Eg80205sh,"Eggs, Meat & Fish",Fish,1,0,2048,,,,,2048
Fr16639es,Fruits & Veggies,Fresh Vegetables,1,0,,,,1665,,1665
Fr32246es,Fruits & Veggies,Organic Vegetables,0,1,,1274,,,,1274
Sn24856es,Snacks,Noodles,0,1,1815,1016,,,,2831
Ba13905ts,Bakery,Biscuits,0,1,,,,,2370,2370
Ba31378ns,Bakery,Breads & Buns,1,0,,,,,747,747
Be11749ks,Beverages,Health Drinks,1,0,,713,,,,713
Be5456ks,Beverages,Soft Drinks,0,1,,1710,,,,1710
Eg79789en,"Eggs, Meat & Fish",Chicken,0,1,,,,1539,,1539
Eg86998sh,"Eggs, Meat & Fish",Fish,0,1,,,,,2871,2871
Fo14805es,Food Grains,Organic Staples,1,0,1566,1725,,,,3291
Fr1632es,Fruits & Veggies,Fresh Vegetables,1,0,,3468,,,,3468
Fr96524es,Fruits & Veggies,Organic Vegetables,0,1,,843,,,,843
Oi15973ee,Oil & Masala,Edible Oil & Ghee,0,1,781,2136,,,,2917
Sn85842es,Snacks,Cookies,0,1,,,,,1522,1522
Ba89292ts,Bakery,Biscuits,1,0,3559,,,,,3559
Ba70634ns,Bakery,Breads & Buns,1,0,,,,1102,,1102
Ba23823es,Bakery,Cakes,0,1,,1584,,,,1584
Be1616ks,Beverages,Health Drinks,1,0,,706,,,1309,2015
Be27445ks,Beverages,Soft Drinks,0,1,1927,1115,,,,3042
Eg67512sh,"Eggs, Meat & Fish",Fish,1,0,,,,2492,,2492
Fo22093ur,Food Grains,Atta & Flour,0,1,,,,,611,611
Fo65849es,Food Grains,Organic Staples,0,1,,2448,,2355,,4803
Fr15427ts,Fruits & Veggies,Organic Fruits,1,0,,773,,,,773
Fr65486es,Fruits & Veggies,Organic Vegetables,1,0,,,,,1537,1537
Oi18617ee,Oil & Masala,Edible Oil & Ghee,0,1,,1358,,,,1358
Oi39894as,Oil & Masala,Masalas,1,0,1648,,,,,1648
Ba759ts,Bakery,Biscuits,1,0,,,,,1548,1548
Ba66480ns,Bakery,Breads & Buns,0,1,,,,,1097,1097
Ba78038es,Bakery,Cakes,0,1,,,,717,1172,1889
Be5636ks,Beverages,Health Drinks,0,1,,,,1622,1146,2768
Be79904ks,Beverages,Soft Drinks,1,0,,,,2310,,2310
Fr22110ts,Fruits & Veggies,Fresh Fruits,0,1,,1016,,,,1016
Fr3718ts,Fruits & Veggies,Organic Fruits,0,1,,,,791,,791
Oi81697ee,Oil & Masala,Edible Oil & Ghee,0,1,2033,,,,,2033
Oi32872as,Oil & Masala,Masalas,1,0,711,,,,2483,3194
Ba20264ts,Bakery,Biscuits,1,0,,,,1958,,1958
Ba86782ns,Bakery,Breads & Buns,1,0,1290,,,,,1290
Fo34414ur,Food Grains,Atta & Flour,1,0,,,,,629,629
Fo11362es,Food Grains,Dals & Pulses,1,0,,,,,3412,3412
Fr60131es,Fruits & Veggies,Fresh Vegetables,0,1,1014,,,,,1014
Oi41707ee,Oil & Masala,Edible Oil & Ghee,0,1,2155,,,,,2155
Oi8457as,Oil & Masala,Masalas,0,1,2380,,,,,2380
Oi91161es,Oil & Masala,Spices,1,0,,,,2357,,2357
Ba33938ns,Bakery,Breads & Buns,1,0,,1299,,1987,,3286
